Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Avg Monthly GB Streaming Movies,Avg Monthly GB Streaming Music,Avg Monthly GB Streaming TV,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Label,Churn Score,Churn Category,Churn Reason
4195-pngzs,male,23.0,yes,Yes,3.0,United States,California,Irvine,92620.0,33.716136,-117.752574,26419.0,Q3,Yes,1.0,69.0,NONE,Yes,33.09,Yes,None,0.0,No,no,No,No,No,No,no,0,2,0,No,Two Year,no,BANK WITHDRAWAL,24.45,1718.2,0.0,0.0,2283.21,4001.41,Stayed,No,39.0,,
5003-XZWWO,Male,32.0,YES,no,0.0,united states,California,Capistrano Beach,92624.0,33.458754,-117.665104,7465.0,Q3,yes,4.0,71.0,None,Yes,15.12,yes,DSL,30.0,No,Yes,yes,YES,Yes,Yes,Yes,0,0,0,yes,Two Year,No,Credit Card,84.2,5956.85,0.0,0.0,1073.52,7030.370000000001,Stayed,NO,33.0,,
6922-NCEDI,Male,38.0,No,No,0.0,United States,california,Costa Mesa,92627.0,33.645672,-117.922613,62069.0,Q3,NO,0.0,56.0,offer b,yes,48.63,No,None,0.0,No,No,NO,NO,No,no,No,0,1,0,No,One Year,Yes,Mailed Check,21.2,1238.65,0.0,0.0,2723.28,3961.93,Stayed,no,23.0,,
9891-NQDBD,Female,22.0,YES,NO,0.0,United States,California,Lake Forest,92630.0,33.644849,-117.684254,59176.0,Q3,Yes,7.0,28.0,None,yes,43.36,Yes,None,0.0,No,No,No,No,No,No,No,0,0,0,No,One Year,NO,MAILED CHECK,25.55,672.2,0.0,0.0,1214.08,1886.28,Stayed,No,39.0,,
6131-IUNXN,FEMALE,47.0,yes,Yes,2.0,United States,California,huntington beach,92646.0,33.666301,-117.969501,56517.0,q3,yes,6.0,19.0,None,Yes,46.91,No,none,0.0,no,No,No,No,No,No,no,0,0,2,No,month-to-month,No,MAILED CHECK,20.2,382.2,0.0,0.0,891.29,1273.49,stayed,No,64.0,,
8548-awofc,male,21.0,Yes,No,0.0,UNITED STATES,California,Huntington Beach,92647.0,33.723579,-118.005441,58764.0,Q3,Yes,4.0,66.0,None,yes,7.67,Yes,dsl,69.0,No,No,no,Yes,NO,Yes,Yes,0,0,3,Yes,MONTH-TO-MONTH,No,Bank Withdrawal,63.85,4264.6,0.0,0.0,506.22,4770.820000000001,Stayed,NO,72.0,,
9798-DRYDS,Female,52.0,YES,No,0.0,united states,california,Huntington Beach,92648.0,33.679659,-118.016195,42663.0,Q3,Yes,6.0,2272.0,NONE,Yes,47.59,YES,DSL,25.0,No,No,Yes,Yes,NO,No,NO,0,0,0,YES,one year,Yes,MAILED CHECK,61.95,1070.7,0.0,0.0,809.0300000000001,1879.73,Stayed,NO,27.0,,
8532-UEFWH,Male,61.0,yes,Yes,2.0,united states,California,HUNTINGTON BEACH,92649.0,33.721917,-118.043237,32304.0,Q3,YES,6.0,52.0,Offer B,Yes,49.51,Yes,None,0.0,No,NO,NO,No,no,No,No,0,0,0,NO,Two Year,NO,mailed check,25.75,1345.85,0.0,0.0,2574.52,3920.37,Stayed,NO,21.0,,
6296-DDOOR,female,19.0,no,No,0.0,United States,California,Laguna Beach,92651.0,33.570023,-117.773669,25206.0,Q3,No,0.0,19.0,None,yes,24.35,No,Cable,69.0,No,Yes,No,No,Yes,no,No,0,0,0,Yes,One Year,No,BANK WITHDRAWAL,58.2,1045.25,0.0,0.0,462.65,1507.9,Stayed,no,73.0,,
7951-VRDVK,Female,26.0,No,NO,0.0,United States,California,LAGUNA HILLS,92653.0,33.606899,-117.717854,48273.0,Q3,No,0.0,36.0,None,Yes,13.9,no,cable,73.0,YES,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,No,one year,no,Bank Withdrawal,85.85,3003.55,0.0,0.0,500.4,3503.9500000000003,Stayed,NO,64.0,,
4815-YOSUK,Male,22.0,Yes,YES,2.0,united states,CALIFORNIA,aliso viejo,95764.0,33.571259,-117.731917,41237.0,Q3,yes,9.0,72.0,NONE,yes,41.18,yes,Fiber Optic,52.0,Yes,YES,yes,Yes,No,YES,Yes,2,3,0,Yes,One Year,Yes,Credit Card,104.9,7537.5,,0.0,2964.96,10502.46,stayed,No,35.0,,
4365-MSDYN,male,38.0,yes,NO,0.0,united states,CALIFORNIA,san clemente,92672.0,33.429488,-117.609432,34946.0,Q3,Yes,7.0,8.0,None,Yes,22.34,NO,None,0.0,No,No,No,No,No,No,NO,2,0,0,NO,Month-to-Month,yes,Bank Withdrawal,,161.15,0.0,0.0,178.72,339.87,STAYED,NO,31.0,,
7036-TYDEC,female,44.0,No,No,0.0,united states,California,san clemente,92673.0,33.4725,-117.584273,15297.0,Q3,no,0.0,69.0,None,YES,1.85,Yes,Fiber Optic,13.0,NO,No,Yes,YES,Yes,Yes,YES,0,0,0,YES,Two Year,No,bank withdrawal,104.0,7028.5,0.0,0.0,127.65,7156.15,Stayed,No,63.0,,
5802-ADBRC,FEMALE,57.0,YES,No,0.0,united states,california,San Juan Capistrano,92675.0,33.521447,-117.602555,34321.0,Q3,Yes,7.0,50.0,Offer B,Yes,20.79,YES,Fiber Optic,7.0,YES,No,Yes,NO,Yes,Yes,yes,0,2,1,Yes,One Year,yes,MAILED CHECK,104.4,5232.9,0.0,0.0,1039.5,6272.4,STAYED,No,26.0,,
8076-FEZKJ,Male,58.0,NO,no,0.0,UNITED STATES,CALIFORNIA,Silverado,92676.0,33.782346,-117.635263,,q3,No,0.0,10.0,None,Yes,15.71,NO,NONE,0.0,No,No,No,NO,No,no,No,1,0,2,no,One Year,No,Credit Card,19.5,225.85,0.0,0.0,157.10000000000002,382.9500000000001,Stayed,NO,80.0,,
5197-YPYBZ,Female,39.0,YES,Yes,2.0,United States,california,Laguna Niguel,92677.0,33.529047,-117.701175,62551.0,Q3,yes,4.0,12.0,NONE,Yes,39.59,Yes,None,0.0,No,No,No,No,NO,No,NO,2,0,0,No,TWO YEAR,no,credit card,25.25,274.7,0.0,0.0,475.08,749.78,STAYED,No,7384.0,,
4312-GVYNH,FEMALE,46.0,Yes,NO,0.0,United States,California,WESTMINSTER,92683.0,33.752591,-117.993661,88230.0,q3,yes,8.0,70.0,None,No,0.0,NO,Cable,26.0,Yes,No,Yes,yes,No,Yes,Yes,0,0,0,Yes,two year,Yes,bank withdrawal,49.85,3370.2,0.0,0.0,0.0,3370.2,Stayed,No,26.0,,
0839-jtcud,Female,31.0,yes,No,0.0,united states,California,Mission Viejo,92691.0,33.611945,-117.665867,46371.0,Q3,YES,9.0,66.0,NONE,Yes,36.36,Yes,cable,3.0,yes,Yes,Yes,Yes,yes,YES,YES,1,0,0,Yes,Two Year,No,Credit Card,89.9,5958.85,2001.0,0.0,2399.76,8358.61,STAYED,No,20.0,,
5494-WOZRZ,Female,40.0,Yes,No,0.0,united states,California,Mission Viejo,92692.0,33.60693,-117.644253,46227.0,Q3,No,0.0,71.0,None,yes,38.22,NO,DSL,23.0,yes,NO,Yes,Yes,Yes,Yes,yes,1,0,0,YES,Two Year,YES,Credit Card,82.0,5999.85,0.0,0.0,2713.62,8713.470000000001,Stayed,no,72.0,,
2234-EOFPT,MALE,48.0,yes,NO,0.0,United States,California,Santa Ana,92701.0,33.748478,-117.858918,58157.0,Q3,Yes,2.0,72.0,None,Yes,29.8,No,dsl,14.0,Yes,Yes,No,yes,Yes,Yes,Yes,2,0,0,No,Two Year,Yes,Bank Withdrawal,7037.35,5753.25,0.0,40.0,2145.6,7938.85,Stayed,NO,55.0,,
8619-IJNDK,Female,64.0,Yes,No,0.0,United States,California,santa ana,92703.0,33.748635,-117.906125,70011.0,Q3,Yes,10.0,71.0,None,YES,4.71,no,DSL,29.0,Yes,Yes,Yes,Yes,NO,No,No,0,0,3,yes,TWO YEAR,NO,Credit Card,64.05,4492.9,0.0,0.0,334.41,4827.31,Stayed,NO,71.0,,
8378-LKJAF,Male,34.0,Yes,Yes,1.0,UNITED STATES,California,Santa Ana,92704.0,33.719869,-117.907063,91188.0,Q3,YES,9.0,38.0,none,Yes,24.22,Yes,fiber optic,14.0,No,No,Yes,No,yes,Yes,YES,0,1,2,Yes,Month-to-Month,Yes,Credit Card,101.15,3956.7,0.0,0.0,920.36,4877.06,Stayed,No,34.0,,
1153-GNOLC,Male,62.0,No,No,0.0,UNITED STATES,california,Santa Ana,92707.0,33.714829,-117.872941,,Q3,No,0.0,33.0,None,no,0.0,No,DSL,30.0,NO,Yes,no,no,Yes,No,No,3,0,0,YES,One Year,Yes,Bank Withdrawal,39.1,1309.0,0.0,0.0,0.0,1309.0,stayed,NO,40.0,,
3298-QEICA,female,27.0,YES,No,0.0,United States,California,fountain valley,92708.0,33.712036,-117.950113,54548.0,q3,YES,10.0,23.0,None,No,0.0,NO,DSL,42.0,yes,No,No,Yes,No,NO,No,0,0,0,Yes,TWO YEAR,No,Credit Card,34.6,813.45,0.0,0.0,0.0,813.45,Stayed,no,73.0,,
0788-DXBFY,Male,54.0,YES,No,0.0,United States,california,TUSTIN,92780.0,33.735802,-117.818805,55062.0,Q3,Yes,3.0,58.0,OFFER B,Yes,27.93,no,NONE,0.0,No,No,No,No,No,No,No,0,0,0,no,One Year,yes,bank withdrawal,19.55,1108.8,0.0,0.0,1619.94,2728.74,Stayed,No,72.0,,
3496-LFSZU,Male,40.0,yes,NO,0.0,UNITED STATES,California,ANAHEIM,92801.0,33.844983,-117.952151,60553.0,q3,Yes,2.0,4.0,None,Yes,28.47,no,Fiber Optic,5.0,no,No,No,NO,No,no,No,0,0,0,no,Month-to-Month,NO,Bank Withdrawal,70.5,294.2,0.0,10.0,113.88,418.08,stayed,no,68.0,,
5242-UOWHD,Male,24.0,Yes,Yes,2.0,United States,California,ANAHEIM,92802.0,33.807864,-117.923782,45086.0,Q3,Yes,3.0,45.0,OFFER B,Yes,39.03,NO,NONE,0.0,No,No,No,NO,no,No,no,0,0,0,NO,Two Year,no,Credit Card,20.35,929.2,0.0,0.0,1756.35,2685.55,Stayed,No,62.0,,
6479-SZPLM,MALE,26.0,YES,Yes,2.0,United States,California,ANAHEIM,92805.0,33.830209,-117.906099,68802.0,Q3,Yes,2.0,36.0,none,Yes,32.3,No,None,0.0,No,NO,No,No,No,No,no,0,0,0,No,TWO YEAR,no,Credit Card,19.45,754.5,0.0,0.0,1162.8,1917.3,stayed,no,39.0,,
8097-VBQTZ,Male,61.0,no,No,0.0,United States,California,Anaheim,92806.0,33.83796,-117.870494,34398.0,Q3,NO,0.0,54.0,OFFER B,YES,27.62,No,Cable,24.0,Yes,Yes,No,Yes,yes,No,No,0,0,1,yes,Month-to-Month,yes,CREDIT CARD,69.9,3883.3,0.0,0.0,1491.48,5374.780000000001,Stayed,NO,9594.0,,
4500-HKANN,Male,33.0,Yes,No,0.0,United States,california,Anaheim,92807.0,33.848733,-117.788357,36301.0,q3,yes,6.0,23.0,None,Yes,13.79,Yes,Cable,17.0,no,YES,no,yes,No,NO,No,0,0,0,Yes,TWO YEAR,no,credit card,59.7,1414.2,0.0,0.0,317.17,1731.37,STAYED,No,49.0,,
9917-KWRBE,FEMALE,28.0,Yes,No,0.0,united states,California,Anaheim,92808.0,33.850452,-117.726668,19629.0,Q3,yes,8.0,41.0,OFFER B,Yes,18.84,YES,CABLE,26.0,Yes,yes,YES,No,Yes,No,NO,1,0,0,Yes,one year,YES,Credit Card,78.35,3211.2,0.0,0.0,772.4399999999999,3983.64,Stayed,No,44.0,,
2212-lyask,MALE,25.0,YES,No,0.0,United States,California,brea,92823.0,33.924143,-117.79387,1408.0,q3,yes,3.0,27.0,NONE,no,0.0,No,DSL,27.0,NO,Yes,Yes,NO,No,YES,Yes,2,0,0,No,ONE YEAR,YES,CREDIT CARD,45.85,,0.0,30.0,0.0,1276.4,Stayed,no,49.0,,
1393-IMKZG,Female,50.0,No,No,0.0,United States,CALIFORNIA,Fullerton,92831.0,33.879983,-117.895482,34592.0,Q3,No,0.0,1.0,NONE,Yes,2.7,no,Fiber Optic,14.0,No,no,No,Yes,YES,YES,Yes,0,0,0,yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,0.0,0.0,2.7,98.55,JOINED,No,23.0,,
8069-RHUXK,female,55.0,Yes,No,0.0,UNITED STATES,CALIFORNIA,Fullerton,92832.0,33.868316,-117.929029,24502.0,Q3,Yes,5.0,67.0,None,No,0.0,No,Cable,30.0,Yes,NO,No,Yes,no,No,no,0,2,0,yes,two year,No,Credit Card,35.7,2545.7,0.0,0.0,0.0,2545.7,STAYED,No,25.0,,
2908-WGAXL,FEMALE,40.0,YES,yes,2.0,United States,California,Fullerton,92835.0,33.902211,-117.914922,21157.0,Q3,Yes,9.0,56.0,None,Yes,29.06,yes,None,0.0,NO,no,No,No,No,No,NO,2,0,0,no,Two Year,Yes,credit card,24.95,1468.9,0.0,0.0,1627.36,3096.26,stayed,NO,76.0,,
3378-AJRAO,male,44.0,yes,No,0.0,United States,CALIFORNIA,Garden Grove,92840.0,33.787165,-117.931889,50641.0,Q3,Yes,7.0,44.0,none,Yes,32.22,Yes,NONE,0.0,No,NO,No,No,No,no,no,0,0,0,No,One Year,No,Bank Withdrawal,24.85,1013.6,0.0,0.0,1417.6799999999998,2431.28,stayed,No,58.0,,
6050-FFXES,FEMALE,51.0,yes,No,0.0,United States,California,garden grove,92844.0,33.766476,-117.969795,23481.0,Q3,yes,3.0,69.0,none,Yes,14.69,Yes,FIBER OPTIC,6.0,No,No,Yes,Yes,YES,yes,Yes,0,0,0,No,Two Year,No,Bank Withdrawal,105.35,7240.65,0.0,50.0,1013.61,8304.26,Stayed,No,34.0,,
0362-RAOQO,FEMALE,48.0,no,No,0.0,united states,California,Norco,92860.0,33.925833,-117.559639,22443.0,Q3,No,0.0,40.0,None,Yes,26.03,NO,None,0.0,NO,no,No,no,No,No,No,0,0,0,No,TWO YEAR,No,CREDIT CARD,19.65,830.25,0.0,0.0,1041.2,1871.45,Stayed,NO,75.0,,
9554-DFKIC,Male,50.0,Yes,Yes,2.0,United States,California,Villa Park,92861.0,33.817473,-117.810462,5935.0,Q3,Yes,6.0,30.0,NONE,yes,12.49,Yes,DSL,19.0,Yes,NO,No,NO,No,no,No,0,0,1,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1588.7,0.0,0.0,374.7,1963.4,Stayed,no,38.0,,
5527-ACHSO,Female,38.0,no,NO,0.0,UNITED STATES,CALIFORNIA,orange,92865.0,33.828779,-117.848299,18058.0,Q3,no,0.0,11.0,None,YES,47.61,no,DSL,12.0,No,No,No,YES,yes,Yes,Yes,0,1,0,Yes,MONTH-TO-MONTH,No,Credit Card,70.5,829.3,0.0,0.0,523.71,1353.01,STAYED,no,75.0,,
0829-DDVLK,Female,58.0,No,No,0.0,United States,California,Orange,92866.0,33.784597,-117.844535,15396.0,Q3,NO,0.0,15.0,None,yes,9.74,No,None,0.0,no,No,No,No,No,NO,No,0,1,0,No,one year,No,Credit Card,20.1,302.45,0.0,0.0,146.1,448.55,Stayed,No,71.0,,
1399-UBQIU,Male,35.0,no,No,0.0,United States,California,ORANGE,92867.0,33.81859,-117.821288,40915.0,Q3,No,0.0,11.0,None,Yes,16.14,NO,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,0,0,1,yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,69.35,712.25,0.0,0.0,177.54000000000002,889.79,Stayed,No,47.0,,
1813-JLKWR,female,47.0,Yes,no,0.0,United States,California,ORANGE,92868.0,33.787796,-117.875928,23172.0,Q3,Yes,7.0,64.0,None,Yes,23.25,No,None,0.0,no,No,no,No,no,No,no,3,2,0,NO,One Year,No,bank withdrawal,19.8,1336.65,0.0,0.0,1488.0,2824.65,stayed,NO,31.0,,
9537-vhdta,Female,3068.0,No,Yes,3.0,United States,California,corona,92879.0,33.893823,-117.531446,44875.0,Q3,NO,0.0,1.0,None,Yes,2.98,No,Cable,26.0,yes,No,no,No,NO,No,no,0,0,0,yes,Month-to-Month,No,Credit Card,51.2,51.2,0.0,0.0,2.98,54.18,Joined,no,51.0,,
4957-tialw,Female,26.0,No,No,0.0,UNITED STATES,california,Corona,92880.0,33.918043,-117.617809,16998.0,q3,No,0.0,15.0,offer d,Yes,20.11,No,Cable,73.0,yes,Yes,Yes,Yes,No,no,Yes,1,0,0,Yes,One Year,no,Credit Card,65.6,1010.0,0.0,0.0,301.65,1311.65,Stayed,NO,28.0,,
2054-PJOCK,FEMALE,32.0,No,No,0.0,United States,California,corona,92881.0,33.833686,-117.513063,21911.0,q3,No,0.0,60.0,None,Yes,16.11,YES,Cable,18.0,No,No,YES,YES,Yes,yes,YES,0,2,2,Yes,ONE YEAR,NO,Credit Card,80.55,4847.05,0.0,0.0,966.6,5813.65,Stayed,No,52.0,,
9150-HEPMB,Male,57.0,no,No,0.0,United States,California,Corona,92882.0,33.819385,-117.600213,60294.0,Q3,No,0.0,56.0,None,Yes,21.61,No,Cable,27.0,yes,No,Yes,no,no,No,No,0,0,0,Yes,one year,NO,Credit Card,52.7,3019.7,0.0,0.0,1210.16,4229.86,STAYED,No,63.0,,
9030-QGZNL,FEMALE,31.0,No,No,0.0,United States,California,Corona,92883.0,33.762351,-117.488725,13188.0,Q3,No,0.0,8.0,None,YES,11.46,No,None,0.0,No,No,No,no,no,No,No,2,0,0,No,two year,No,credit card,20.85,161.65,0.0,0.0,91.68,253.33,Stayed,NO,23.0,,
3126-wqmgh,FEMALE,19.0,Yes,No,0.0,United States,California,Yorba Linda,92887.0,33.884073,-117.732197,20893.0,Q3,Yes,6.0,49.0,none,Yes,28.42,Yes,dsl,41.0,no,No,No,No,No,No,YES,0,0,1,No,Month-to-Month,Yes,Credit Card,52.15,2583.75,0.0,50.0,1392.5800000000002,4026.33,Stayed,NO,40.0,,
7176-wrtnx,Male,51.0,no,No,0.0,United States,California,Ventura,93004.0,34.278697,-119.167798,27381.0,Q3,No,0.0,70.0,OFFER A,Yes,14.63,Yes,FIBER OPTIC,30.0,yes,Yes,Yes,Yes,YES,Yes,Yes,3,0,0,YES,Two Year,Yes,Bank Withdrawal,114.95,7711.25,,0.0,1024.1,8735.35,Stayed,No,26.0,,
9239-GZHZE,Female,25.0,Yes,no,0.0,United States,california,carpinteria,93013.0,34.441398,-119.513163,17409.0,Q3,Yes,6.0,72.0,Offer A,Yes,24.85,yes,Fiber Optic,47.0,Yes,YES,Yes,yes,Yes,YES,yes,0,0,2,yes,TWO YEAR,YES,CREDIT CARD,,8124.2,0.0,0.0,1789.2,9913.4,STAYED,No,79.0,,
7205-baiad,Female,42.0,no,no,0.0,United States,california,FILLMORE,93015.0,34.408161,-118.865111,16013.0,Q3,No,0.0,40.0,NONE,YES,22.89,No,None,0.0,no,No,no,No,No,No,No,0,3,0,No,TWO YEAR,Yes,Bank Withdrawal,20.6,827.3,0.0,0.0,915.6,1742.9,Stayed,No,27.0,,
8064-RAVOH,Male,44.0,NO,Yes,3.0,United States,California,Oxnard,93030.0,34.223244,-119.18012,79736.0,q3,No,0.0,1.0,OFFER E,YES,42.55,No,DSL,25.0,NO,No,Yes,No,no,No,No,0,0,0,Yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,7671.85,49.85,0.0,0.0,42.55,92.4,Joined,No,49.0,,
0219-QAERP,Male,33.0,Yes,No,0.0,United States,california,Oxnard,93033.0,34.156629,-119.117218,77791.0,Q3,Yes,2.0,30.0,none,Yes,9.81,No,none,0.0,No,No,No,NO,no,No,No,0,1,2,No,One Year,No,credit card,19.8,576.65,0.0,0.0,294.3,870.95,Stayed,No,74.0,,
8963-JLGJT,Male,20.0,No,Yes,1.0,United States,California,Santa Barbara,93105.0,34.037342,-119.80079,25771.0,Q3,no,0.0,3.0,Offer E,YES,33.28,No,Cable,69.0,yes,no,Yes,NO,no,NO,Yes,0,0,0,yes,Month-to-Month,no,credit card,55.9,157.55,0.0,0.0,99.84,257.39,Joined,NO,36.0,,
2135-dqwaq,Female,37.0,no,No,0.0,United States,California,Santa Barbara,93111.0,34.460197,-119.802602,16477.0,Q3,No,0.0,5.0,Offer E,Yes,45.74,No,Fiber Optic,30.0,NO,Yes,No,No,yes,no,No,2,1,0,no,MONTH-TO-MONTH,Yes,Credit Card,85.3,420.45,0.0,10.0,228.7,659.15,stayed,no,67.0,,
4056-QHXHZ,Female,49.0,Yes,Yes,2.0,united states,California,Goleta,93117.0,34.489983,-120.091246,49975.0,Q3,Yes,6.0,72.0,OFFER A,Yes,2.71,YES,FIBER OPTIC,20.0,YES,NO,Yes,Yes,Yes,YES,YES,2,0,0,YES,Two Year,No,Credit Card,107.45,7576.7,0.0,0.0,195.12,7771.82,Stayed,no,28.0,,
7401-JIXNM,FEMALE,27.0,Yes,No,0.0,united states,California,ARVIN,93203.0,35.116307,-118.817644,16206.0,Q3,Yes,5.0,54.0,None,YES,29.66,Yes,Cable,76.0,Yes,yes,Yes,YES,Yes,Yes,YES,1,2,0,yes,Two Year,No,Credit Card,91.3,4965.0,0.0,0.0,1601.64,6566.64,Stayed,No,27.0,,
9339-fiijl,male,57.0,Yes,no,0.0,UNITED STATES,California,AVENAL,93204.0,35.916943,-120.129921,14697.0,Q3,yes,2.0,72.0,OFFER A,Yes,10.97,yes,DSL,30.0,NO,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,Yes,Two Year,NO,Bank Withdrawal,85.95,6151.9,0.0,0.0,789.84,6941.74,Stayed,No,62.0,,
6670-mfrpk,Male,53.0,Yes,YES,1.0,United States,california,COALINGA,93210.0,36.186867,-120.387793,18036.0,Q3,Yes,5.0,69.0,Offer A,Yes,21.56,Yes,fiber optic,17.0,No,No,Yes,no,No,No,No,0,0,0,Yes,Two Year,YES,Credit Card,79.2,5420.65,0.0,0.0,1487.64,6908.289999999999,Stayed,NO,63.0,,
6177-PEVRA,Female,58.0,No,No,0.0,United States,CALIFORNIA,Corcoran,93212.0,36.04533,-119.532424,23506.0,Q3,No,0.0,48.0,None,Yes,13.03,no,DSL,5.0,Yes,Yes,NO,No,No,No,No,0,0,1,Yes,Two Year,NO,credit card,55.5,2627.35,0.0,0.0,625.4399999999999,3252.79,Stayed,No,48.0,,
4813-hqmgz,Female,54.0,Yes,No,0.0,United States,california,Ducor,93218.0,35.846067,-119.004073,823.0,Q3,Yes,4.0,8.0,OFFER E,yes,9.88,Yes,fiber optic,4.0,NO,NO,no,Yes,No,Yes,yes,0,2,0,No,Month-to-Month,Yes,Bank Withdrawal,90.25,743.75,0.0,0.0,79.04,822.79,Stayed,No,76.0,,
7579-KKLOE,Male,59.0,YES,no,0.0,United States,California,Earlimart,93219.0,35.858054,-119.305858,9318.0,q3,Yes,7.0,71.0,Offer A,yes,5849.53,Yes,DSL,3.0,YES,YES,yes,YES,yes,Yes,Yes,0,0,0,Yes,TWO YEAR,yes,Credit Card,91.25,6589.6,0.0,0.0,3303.63,9893.23,Stayed,no,30.0,,
8402-EIVQS,Male,40.0,Yes,No,0.0,United States,California,Frazier Park,93222.0,34.907911,-119.234281,6876.0,Q3,yes,8.0,67.0,offer a,Yes,31.41,No,Fiber Optic,23.0,YES,Yes,no,No,YES,Yes,Yes,0,0,0,YES,One Year,Yes,Credit Card,100.9,6733.15,0.0,0.0,2104.47,8837.619999999999,stayed,no,31.0,,
4947-DSMXK,MALE,28.0,Yes,Yes,2.0,United States,California,Farmersville,93223.0,36.29878,-119.201028,8644.0,Q3,Yes,9.0,34.0,None,YES,42.74,Yes,Fiber Optic,52.0,NO,Yes,NO,No,Yes,Yes,Yes,0,0,0,Yes,month-to-month,Yes,bank withdrawal,97.7,3410.0,0.0,0.0,1453.16,4863.16,STAYED,no,39.0,,
7245-NIIWQ,Female,53.0,No,No,0.0,United States,california,Fellows,102429.0,35.215731,-119.57013,626.0,Q3,No,1562.0,3.0,Offer E,Yes,34.76,No,Fiber Optic,21.0,No,No,No,No,no,No,no,0,0,1,Yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,69.85,199.85,0.0,0.0,104.28,304.13,Joined,No,40.0,,
0002-ORFBO,FEMALE,37.0,yes,NO,0.0,UNITED STATES,California,FRAZIER PARK,93225.0,34.827662,-118.999073,4498.0,Q3,Yes,2.0,9.0,None,Yes,42.39,No,Cable,16.0,NO,Yes,No,Yes,Yes,No,No,0,0,0,Yes,one year,YES,credit card,65.6,593.3,0.0,0.0,381.51,974.81,stayed,No,65.0,,
3324-oirto,Male,23.0,yes,Yes,3.0,United States,CALIFORNIA,Glennville,93226.0,35.735694,-118.738483,296.0,q3,YES,1.0,71.0,Offer A,YES,14.14,No,Fiber Optic,59.0,Yes,Yes,Yes,No,Yes,Yes,Yes,0,0,0,Yes,ONE YEAR,Yes,Bank Withdrawal,104.65,7288.4,0.0,0.0,1003.94,8292.34,Stayed,No,74.0,,
5414-OFQCB,Male,34.0,No,NO,0.0,UNITED STATES,CALIFORNIA,Hanford,93230.0,36.29223,-119.622676,53204.0,Q3,No,0.0,57.0,None,YES,30.77,Yes,FIBER OPTIC,10.0,no,No,No,Yes,Yes,NO,NO,0,0,0,No,two year,yes,Credit Card,90.45,5229.8,0.0,70.0,1753.89,7053.6900000000005,Stayed,no,24.0,,
4967-WPNCF,male,36.0,No,No,0.0,United States,CALIFORNIA,HURON,93234.0,36.217864,-120.080117,6918.0,q3,NO,0.0,72.0,offer a,no,0.0,No,cable,14.0,Yes,Yes,yes,Yes,Yes,Yes,Yes,0,0,0,YES,Two Year,Yes,Bank Withdrawal,63.7,4464.8,0.0,0.0,0.0,4464.8,stayed,no,46.0,,
8499-brxtd,Male,28.0,no,no,0.0,United States,California,kernville,93238.0,35.852892,-118.397782,1873.0,Q3,No,0.0,18.0,OFFER D,Yes,38.73,No,None,0.0,no,No,no,No,No,No,No,0,3,2,No,one year,No,credit card,20.1,401.85,0.0,0.0,697.14,1098.99,stayed,no,57.0,,
9154-qdgth,Male,20.0,yes,YES,2.0,united states,California,Kettleman City,93239.0,35.996923,-120.000951,1809.0,q3,no,0.0,43.0,NONE,YES,22.83,Yes,Fiber Optic,47.0,No,NO,Yes,Yes,yes,yes,Yes,0,0,0,Yes,ONE YEAR,Yes,Credit Card,104.3,4451.85,0.0,0.0,981.69,5433.54,Stayed,No,60.0,,
8197-BFWVU,FEMALE,62.0,Yes,NO,0.0,United States,California,Lake Isabella,93240.0,35.607875,-118.466318,5564.0,Q3,YES,2.0,72.0,offer a,Yes,1.72,Yes,Cable,7.0,yes,Yes,YES,yes,YES,Yes,Yes,0,0,0,Yes,two year,Yes,Bank Withdrawal,93.25,6688.95,0.0,0.0,123.84,6812.79,Stayed,No,28.0,,
2577-GVSIL,Male,61.0,Yes,No,0.0,United States,California,Lamont,93241.0,35.245035,-118.905553,15364.0,Q3,Yes,10.0,35.0,None,Yes,13.39,Yes,DSL,20.0,No,NO,No,Yes,Yes,Yes,YES,1,0,0,YES,One Year,yes,Bank Withdrawal,73.45,2661.1,0.0,0.0,468.65,3129.75,Stayed,no,66.0,,
9367-OIUXP,MALE,28.0,No,no,0.0,United States,California,Laton,93242.0,36.444232,-119.718285,2900.0,q3,No,0.0,4.0,NONE,yes,45.37,No,None,0.0,no,No,NO,No,No,No,no,3,0,0,No,Month-to-Month,No,credit card,20.7,73.05,0.0,0.0,181.48,254.53,Stayed,no,76.0,,
